1;Mell;Fekvenyomás;Lefekszünk a padra;xsoUWuJglGc;22
2;Mell;45°ba nyomás kétkezessel;;;0
3;Mell;30°ba nyomás kétkezessel;;;0
4;Mell;45°ba nyomás egykezessel;;;0
5;Mell;30°ba nyomás egykezessel;;;0
6;Mell;Tárogatás fekve;;;0
7;Mell;Tárogatás 30°ba;;;0
8;Mell;Tárogatás 45°ba;;;0
9;Mell;Felsõ csiga mell;;pEytdJdsR7o;296
10;Mell;Alsó csiga mell;;;0
